1.882943013685063061e-01,1.750160054046979718e-01,9.694853864465172166e-02,6.824846047460889076e-02,5.596409129978034691e-02,5.652649115546642261e-02,5.946228914426794632e-02,7.657480802357127803e-02,2.229650144844491089e-01
1.902076478906772061e-01,1.410336212312008342e-01,1.020569733720766842e-01,7.904617935339151857e-02,6.483008671357556874e-02,6.525748740028512740e-02,6.605205109302705879e-02,7.811106107240282925e-02,2.134048918733631728e-01
3.504065040650406471e-01,3.160975609756097593e-01,5.211382113821138445e-02,2.552845528455284507e-02,2.398373983739837331e-02,2.105691056910569126e-02,2.861788617886178859e-02,3.975609756097561037e-02,1.424390243902438902e-01
3.053010693195883363e-01,2.560773926270768497e-01,1.122099623258191042e-01,6.642957611646885252e-02,4.622662700751825615e-02,3.922396313086162073e-02,3.662038928479358774e-02,3.862847287654959383e-02,9.928254731132381272e-02
1.919516166550360448e-01,1.845545475692021431e-01,1.003023959060246606e-01,6.662014421958595278e-02,5.377994882530821169e-02,5.089555710630379315e-02,5.457083042568038750e-02,6.992323796231682265e-02,2.274017213305419838e-01
1.476237994262192821e-01,1.415492079331420738e-01,9.977547711113883555e-02,7.469128102781588674e-02,6.188100286890357848e-02,6.381439441187476691e-02,6.526131969564674673e-02,8.120244480478981675e-02,2.642010727204689990e-01
1.185711613989152841e-01,7.064041251436052604e-02,6.360163120963570338e-02,8.206810956016118153e-02,7.916321568836998113e-02,9.124669981225058679e-02,9.146043782288405810e-02,1.132714302716172905e-01,2.899769017218054024e-01
1.758434607116219905e-01,1.770280349230026751e-01,9.230904224981353878e-02,6.379151493879700596e-02,6.098363532663537284e-02,5.927258368797437560e-02,6.278243320317641873e-02,7.883999473522572410e-02,2.291493002237529053e-01
1.880821798554888069e-01,1.907808827370070515e-01,9.502045790894053656e-02,6.420301210063550368e-02,5.575868372943327406e-02,5.414816749368851767e-02,6.163489161661007965e-02,7.099329677026203211e-02,2.193784277879341771e-01
1.591995354446777144e-01,1.633090632956626653e-01,9.099030687452538957e-02,7.526689596640907809e-02,5.739938357082235293e-02,5.748872113280028423e-02,6.066020458301692869e-02,7.830437307365882560e-02,2.573815160584267403e-01
1.712324871556676342e-01,1.578857565359167436e-01,9.968339431626442593e-02,7.135950859764536580e-02,6.301780196030105918e-02,6.286613456689479906e-02,6.813657648776233478e-02,8.185299637894098701e-02,2.239653440006066643e-01
1.548877411758409484e-01,1.475019401107870165e-01,9.839706708769301036e-02,6.582996601461103825e-02,5.836388450319783539e-02,5.790896197382857519e-02,6.197650458936551643e-02,8.338462361850731974e-02,2.717493109261687745e-01
1.568026700911976934e-01,8.934853512208583426e-02,7.811885469428020423e-02,8.307095254547390561e-02,8.431821194283467547e-02,8.357289840050934060e-02,8.228869926489920661e-02,9.633231857699436906e-02,2.461468593617247846e-01
2.750842806240924032e-01,2.535871240956225070e-01,9.768556130575795082e-02,6.064046877298925886e-02,4.559149965136288091e-02,4.227464928385458315e-02,4.375555740358104406e-02,4.888276197360592878e-02,1.324980968891333877e-01
1.677627078449793474e-01,1.550115380756496575e-01,9.105502704378995449e-02,6.641006229648749315e-02,5.729817488621542082e-02,5.927743371307131470e-02,6.846228919069292929e-02,8.362140518255697930e-02,2.511013617665568964e-01
1.632040445532822459e-01,1.593727782605261212e-01,9.508057508491982168e-02,7.076980804170945882e-02,6.018445374832135514e-02,5.847618295283987799e-02,6.074729441504068267e-02,7.954814756299866119e-02,2.526167153803617893e-01
3.801011247949845351e-01,4.088615211420696394e-01,1.031434089343077065e-01,2.808105511398375359e-02,1.292689317844353258e-02,1.118001572189710954e-02,1.029687211886530680e-02,1.183509476810201688e-02,3.357401422734639790e-02
2.031744607774032818e-01,1.751336041728075443e-01,1.073767445436952933e-01,7.468377141831883392e-02,5.855515257147983488e-02,5.495392738597187909e-02,5.727357777236668362e-02,6.910892104217662701e-02,1.997398403157800428e-01
8.434850404444010907e-02,5.965955235032323334e-02,6.105642724880615962e-02,6.310301140239742146e-02,5.920475587174739429e-02,7.072085241854270121e-02,8.520936880745866304e-02,1.245655069356463029e-01,3.921320209206380358e-01
1.087502723113789871e-01,8.350882288867911285e-02,6.230484351172754093e-02,7.135284293079660611e-02,6.824486239198315762e-02,7.627623266284221104e-02,8.291336867329895943e-02,1.139931740614334443e-01,3.326555805678599875e-01
1.953416431625875638e-01,1.897006641797834570e-01,7.806387043945045567e-02,5.913929578746247168e-02,5.986716404330816310e-02,5.677372395596397281e-02,6.569011009007369450e-02,7.451551269220271778e-02,2.209080156491675107e-01
2.044676806083650100e-01,2.073193916349809762e-01,7.623574144486691684e-02,4.961977186311786886e-02,3.982889733840304369e-02,5.057034220532319324e-02,6.397338403041824550e-02,7.214828897338403102e-02,2.358365019011406938e-01
1.094209485109340768e-01,1.065069774902422106e-01,6.768967545313586687e-02,5.354755921509918304e-02,5.731700796663637132e-02,6.934716355664866105e-02,8.078917820670480920e-02,1.146072822541838176e-01,3.407742073464150034e-01
2.270237930875788068e-01,2.355377605964379395e-01,9.268719223157990961e-02,5.048552625523494014e-02,4.220166597634497641e-02,4.638961756178379414e-02,4.767821804961112214e-02,6.249712365962538374e-02,1.954991025818031136e-01
1.285388045093703580e-01,1.308949867691303892e-01,9.718345597564069516e-02,6.923550947910248055e-02,6.202196686845252993e-02,6.546561786348642498e-02,7.586906876427303159e-02,9.598724036683944916e-02,2.748033494037046554e-01
3.074807048430450718e-01,2.300328528537969319e-01,1.576583303205118247e-01,7.890972538786802937e-02,4.321172013769904174e-02,3.444833928038103232e-02,3.052643161419117679e-02,3.213370639923290861e-02,8.559818916327396887e-02
1.960694278629809828e-01,2.002571402332629369e-01,1.214252915786573628e-01,6.632381302231610265e-02,5.122600789787859488e-02,4.880154284139957832e-02,5.289741941408761250e-02,6.439526127284415924e-02,1.986040958765726838e-01
2.137902383140508344e-01,1.963121960226438256e-01,1.281793041515071341e-01,8.139773981426695615e-02,5.725580048594412774e-02,5.391965555877280269e-02,5.299644564181973244e-02,6.025623271604161474e-02,1.558923872949529721e-01
2.821901513301455222e-01,2.494308379483382021e-01,1.435706351769719669e-01,7.448736026973161450e-02,4.560386321204339122e-02,3.940413262854396831e-02,3.620185755587241455e-02,3.935686657581081299e-02,8.975429530254212807e-02
2.141877445641211797e-01,2.159828956391948163e-01,9.607083787163661626e-02,6.313284117955544894e-02,5.088950744281738048e-02,4.631086368953971771e-02,5.150469966517406961e-02,6.382871434910646069e-02,1.980918955988543173e-01
2.331970640156090235e-01,2.357335315432500245e-01,1.095605314503391298e-01,6.619901514447644464e-02,5.011613862306048273e-02,4.550775806002044233e-02,4.721731859147077631e-02,5.516120040880795328e-02,1.573074421629657160e-01
2.644611228676605474e-01,2.411491327749161473e-01,1.181215680137177454e-01,6.630580486244837257e-02,4.741669671958247817e-02,4.149343712362976028e-02,4.158529697951184739e-02,4.705265951293863269e-02,1.324142811455944757e-01
9.858902842824329715e-02,9.915580347820898699e-02,7.174178921934194764e-02,5.587208782030247955e-02,4.763893446290606154e-02,5.452972585985740861e-02,7.532142111386212757e-02,1.066133699251260308e-01,3.905378396921516670e-01
2.403369245085718031e-01,2.458723869643216764e-01,1.117645365848978778e-01,6.714506365302147506e-02,4.786208352120648046e-02,4.096434087703982457e-02,4.352581137216151447e-02,5.058664389804004569e-02,1.519422086207392886e-01
1.770001946661475534e-01,1.714522094607747738e-01,9.426708195444812033e-02,6.039517227954058903e-02,5.401985594705080440e-02,5.635584971773408697e-02,6.073583803776523571e-02,7.538446564142495254e-02,2.503893322951138978e-01
2.334347110734406872e-01,2.678865234082863922e-01,7.044921972378720421e-02,4.497183028369147739e-02,3.834072892257067017e-02,4.262850875006232026e-02,4.601884628807897254e-02,6.576257665652888995e-02,1.905070548935533792e-01
3.018581177548911865e-01,1.872277000146784220e-01,1.166905879249012512e-01,9.432794794306284536e-02,5.975012707922616739e-02,5.194696701887002721e-02,4.148847649824873723e-02,4.686049414821992498e-02,9.984958161790144504e-02
2.135115820468869996e-01,1.630889756967765780e-01,1.213549194818034777e-01,8.890315786080051075e-02,6.608026565362935811e-02,5.800695298940931888e-02,5.572600708194748453e-02,6.266824998522355084e-02,1.706598892035227077e-01
1.700401948655294315e-01,1.540854513067181353e-01,9.808984553467384182e-02,7.298217154942736318e-02,5.878819923922361940e-02,5.739703594950744392e-02,6.399864477081740333e-02,8.027679529365865096e-02,2.443416614904440898e-01
1.157497565725413846e-01,1.025438169425511165e-01,7.540165530671859295e-02,6.943768257059396154e-02,6.268257059396299680e-02,7.406280428432326923e-02,8.398247322297955342e-02,1.111854917234664092e-01,3.049537487828626880e-01
1.212326023830980343e-01,1.190547712025633309e-01,7.877741063382397158e-02,5.842595373986182034e-02,5.439571442875738155e-02,6.333233203164113923e-02,7.314508861519976313e-02,1.006057875237809096e-01,3.310303394412736355e-01
1.168728908886389195e-01,1.170978627671541011e-01,7.586051743532058744e-02,5.941507311586051443e-02,6.218222722159730265e-02,7.475815523059617385e-02,8.364454443194600797e-02,1.103937007874015719e-01,2.997750281214848211e-01
1.179941002949852491e-01,1.211762246533342607e-01,8.013378858616124201e-02,6.475739205165725876e-02,6.508257264302139133e-02,7.037837084523726472e-02,7.630130304508396522e-02,1.022692959840196952e-01,3.019069518964996868e-01
1.577681078756293098e-01,1.006931970551774719e-01,8.065120044526526144e-02,9.022693348850152617e-02,8.041338831684671784e-02,7.640094112884864008e-02,7.586965871429655894e-02,9.113011359324006688e-02,2.468464593821944608e-01
2.249482139082646381e-01,1.966772352568167403e-01,1.037180300147960282e-01,7.429930247305009672e-02,5.822870429084760213e-02,5.502853519340519806e-02,5.385542168674698621e-02,6.226167829211583238e-02,1.709828788839568847e-01
2.577130672352901941e-01,2.230048199729015301e-01,1.188156638013371513e-01,7.110681681881789173e-02,5.125163812443082195e-02,4.677372781590813378e-02,4.382621443326447513e-02,5.035427911419115832e-02,1.371537726838586435e-01
2.506696235707496778e-01,2.371187465798796079e-01,9.717462054664324778e-02,5.485153077388323778e-02,4.541919875579620430e-02,4.325912272111978596e-02,4.537599723510267469e-02,5.813484634659139838e-02,1.679963134702341654e-01
2.565170087763835594e-01,2.371654457097265578e-01,1.069413215347791435e-01,6.540944367882788046e-02,4.659461811851744323e-02,4.478131573221150186e-02,4.375135997678972904e-02,5.068542830202364680e-02,1.481540581707405657e-01
2.207544805113422770e-01,1.951372352425115864e-01,1.139616493294899058e-01,7.603709738062414125e-02,5.938087479634039656e-02,5.643564356435643720e-02,5.429251785938087743e-02,6.359192881313448231e-02,1.604085725028198961e-01
2.055993732044920363e-01,1.710733873073909672e-01,1.120292504570383901e-01,8.095063985374771620e-02,6.524941237921128012e-02,5.927396186993993260e-02,5.673544006267955409e-02,6.798641943066074944e-02,1.811021154348393947e-01
2.430187475705899436e-01,2.203522270838109143e-01,1.043883866723809700e-01,6.065800883059412063e-02,4.641942332034326019e-02,4.359881594291011020e-02,4.631377512882102476e-02,5.632443961607845606e-02,1.789261758344712072e-01
2.532634025068643546e-01,2.330327952208165465e-01,9.889413225840651411e-02,6.213501063459195978e-02,4.672729357748538898e-02,4.220083042856431765e-02,4.298625400555206033e-02,5.192883153637939397e-02,1.688314498313394918e-01
1.816010413443366611e-01,1.289635401615720489e-01,9.260343756153573136e-02,7.981935028501431495e-02,6.862592159740993347e-02,7.242099771630527982e-02,6.562106011513094139e-02,8.694662598808795828e-02,2.233980252306071446e-01
2.618643312669458600e-01,1.818174874934762320e-01,1.182296108657187594e-01,8.560190430122582850e-02,6.276811059203910026e-02,5.385506434654208779e-02,5.023230947440777278e-02,5.421912193383317258e-02,1.314120597258111867e-01
1.439349440680842140e-01,1.201459320463118818e-01,9.090078448264610200e-02,7.598778243333202675e-02,6.204069911631488604e-02,6.604795655976296309e-02,6.908276879299317386e-02,9.092036391640886950e-02,2.809387685841459037e-01
1.888364431209807737e-01,1.445180093135236266e-01,1.089112047391262994e-01,7.884816422213070108e-02,7.137200240757753111e-02,6.285044508505717442e-02,6.132986980074128097e-02,7.257579117432762239e-02,2.107580701365349973e-01
2.062881102601748506e-01,1.787407025294410756e-01,1.203611849617960555e-01,7.863003672693764934e-02,5.852501443946227927e-02,5.564153097981120594e-02,5.426151519560511172e-02,6.445511421504437899e-02,1.830967906917274068e-01
1.762741660651237774e-01,1.612184067215666761e-01,1.148578640071104828e-01,8.119110403991298963e-02,5.964850252648016410e-02,5.865166001286565428e-02,5.843068507142400864e-02,7.454712413390099379e-02,2.151804874216152741e-01
1.542886884929162705e-01,1.399477147893016526e-01,9.087611244080454065e-02,6.894471410714919646e-02,5.734812250353891333e-02,6.161847568501117867e-02,6.733593839335354214e-02,8.960249833404966557e-02,2.700377352538750331e-01
1.623558934605446313e-01,1.438332339495130285e-01,9.532150665871595707e-02,7.296014708805406701e-02,6.387895050685749032e-02,6.225154044921486773e-02,6.801580202742993353e-02,8.238918704034983720e-02,2.489937388193202150e-01
1.945450456033085973e-01,1.105013839353337218e-01,1.036344941865535718e-01,1.035954777675264088e-01,7.655021413128795804e-02,7.047053801346754576e-02,6.260528695428652091e-02,7.699087015794764399e-02,2.011066892502880454e-01
2.052273033034502092e-01,1.822462483030221625e-01,1.036654721573327803e-01,7.127306972591514189e-02,5.682276824480510941e-02,5.381407237992735099e-02,5.672492447684160388e-02,7.019678827831660195e-02,2.000293531303890537e-01
